X_1,X_2,X_3,X_4,X_5,X_6,X_7,Actual_Y_1,Actual_Y_2,Actual_Y_3,Actual_Y_4,Actual_Y_5,Actual_Y_6,Actual_Y_7,Actual_Y_8,Actual_Y_9,Actual_Y_10,Predicted_Y_1,Predicted_Y_2,Predicted_Y_3,Predicted_Y_4,Predicted_Y_5,Predicted_Y_6,Predicted_Y_7,Predicted_Y_8,Predicted_Y_9,Predicted_Y_10,Error_Y_1 (%),Error_Y_2 (%),Error_Y_3 (%),Error_Y_4 (%),Error_Y_5 (%),Error_Y_6 (%),Error_Y_7 (%),Error_Y_8 (%),Error_Y_9 (%),Error_Y_10 (%)
71.0,12.4,1.25,0.65,21.999999999999996,54.99999999999999,71.0,0.25245100259780884,0.5315549969673157,0.27910399436950684,34.400001525878906,60.79999923706054,97.0999984741211,0.29795560240745544,44.0,0.8493170142173767,80276.0,0.2592569589614868,0.5684255957603455,0.2783746123313904,35.5042610168457,61.5228271484375,96.5721664428711,0.3077053725719452,46.75460433959961,0.891094982624054,34079.1796875,2.6959514098349047,6.936365757708583,0.2613298458032182,3.2100565173989,1.188861711261933,0.5435963332076434,3.272222467277825,6.260464408180931,4.919007591667588,57.54748656198615
74.0,12.409999999999998,1.29,0.64,19.0,44.0,47.99999999999999,0.2494339942932129,0.5350189805030823,0.2855849862098694,32.900001525878906,59.0,95.5999984741211,0.3181785643100739,41.900001525878906,0.8800860047340393,80448.0,0.25905904173851013,0.5668802857398987,0.2789579927921295,35.50398254394531,61.704654693603516,96.4113998413086,0.3084966540336609,46.73665237426758,0.8910794854164124,34685.2421875,3.858755288175706,5.955172881316657,2.3204978334784916,7.91483555408997,4.584160497633078,0.8487462135338278,3.04291720512565,11.543319026853464,1.249137086970865,56.88489187114658
72.0,12.409999999999998,1.29,0.64,19.3,44.0,47.99999999999999,0.26791998744010925,0.574114978313446,0.3061949908733368,35.900001525878906,61.099998474121094,96.19999694824219,0.3466451168060302,39.200000762939446,0.9195089936256409,67750.0,0.25901374220848083,0.5647915005683899,0.27986928820610046,35.5445671081543,61.96312713623047,96.56488037109375,0.30986684560775757,46.86515426635742,0.894713819026947,35632.78515625,3.324218292455436,1.6239739594402065,8.597692141255974,0.9900679738645433,1.4126492367670895,0.3792967093833466,10.609776227960658,19.5539626383497,2.69656683845212,47.40548316420664
77.0,12.7,1.29,0.64,18.6,37.0,46.0,0.2722949981689453,0.5736610293388367,0.2336999773979187,33.79999923706055,52.70000076293945,92.5999984741211,0.3689783215522766,38.900001525878906,0.6814669966697693,67622.0,0.2575337290763855,0.5596908330917358,0.27854737639427185,35.42552947998047,61.71086883544922,96.10244750976562,0.3108888566493988,46.852352142333984,0.899252712726593,35711.02734375,5.421057746863639,2.4352702262522423,19.19015974913507,4.8092611822830555,17.09842114242726,3.782342433432502,15.743327320287495,20.443059908788534,31.95836586674205,47.19022308753068
75.0,12.7,1.29,0.64,18.0,38.0,46.0,0.2559739947319031,0.5776190161705017,0.2627760171890259,36.79999923706055,63.5,95.9000015258789,0.28871065378189087,66.5,0.8344709873199464,77925.0,0.2568511962890625,0.5569940805435181,0.2777361273765564,35.39179229736328,61.50983428955078,96.04730224609375,0.31235116720199585,46.95878982543945,0.9017580151557922,35351.76953125,0.34269166994021,3.570681547799938,5.693103330951652,3.826649371989901,3.1341192290538875,0.1535982459552873,8.18830656591025,29.385278457985788,8.063435261176693,54.63359700834135
78.0,12.7,1.29,0.64,17.6,37.0,46.0,0.2454890012741089,0.524200975894928,0.26065200567245483,35.900001525878906,61.099998474121094,96.5,0.3194214105606079,42.79999923706055,0.7593939900398254,77442.0,0.25804710388183594,0.5594116449356079,0.2797270119190216,35.56304168701172,61.550106048583984,97.12525939941406,0.3138912320137024,47.25925064086914,0.9061957001686096,34986.765625,5.115545927739909,6.717017071661774,7.318188938295432,0.9386067536077578,0.7366736263561998,0.6479372014653497,1.73131116577303,10.418811876864066,19.33142901500779,54.82197563983369
77.0,12.7,1.29,0.64,17.6,37.0,46.0,0.27668899297714233,0.6270970106124878,0.277055025100708,35.29999923706055,60.20000076293945,97.4000015258789,0.3147561252117157,44.0,0.9439619779586792,82110.0,0.259588360786438,0.5631029009819031,0.2819255292415619,35.76034164428711,61.678226470947266,98.3916015625,0.31536903977394104,47.56927490234375,0.9091042280197144,34640.1171875,6.180452647105139,10.20481816171974,1.757955532148706,1.3040861676372533,2.455524400786791,1.018069836844539,0.19472681010197168,8.111988414417613,3.6927069895701563,57.81254757337718
74.0,12.409999999999998,1.29,0.64,18.8,41.0,50.0,0.26045501232147217,0.5691949725151062,0.28780597448349,35.599998474121094,60.5,94.69999694824219,0.3329101800918579,41.900001525878906,0.9316650032997131,81932.0,0.25976890325546265,0.5613356232643127,0.28081992268562317,35.756317138671875,61.5905647277832,98.35452270507812,0.31462913751602173,47.71585464477539,0.9055563807487488,34919.6484375,0.2634270924157438,1.3807833221128587,2.4273477332791007,0.43909739115414526,1.8025863269143854,3.8590558337961727,5.49128373628947,13.880317200715158,2.802361627676736,57.37971923363276
72.0,12.409999999999998,1.29,0.64,18.8,41.0,50.0,0.2317,0.47800000000000004,0.2359,35.0,62.29999999999999,97.1,0.304,51.8,0.7729999999999999,60079.0,0.26007938385009766,0.5600353479385376,0.28010427951812744,35.78806686401367,61.73942565917969,98.57024383544922,0.3141362965106964,47.892059326171875,0.9022956490516663,35878.38671875,12.248331398402101,17.16220668170242,18.73856698521723,2.251619611467634,0.8997982998720748,1.5141543104523425,3.3343080627290846,7.5442870151122055,16.726474650927084,40.281318399523954
73.0,12.4,1.25,0.65,18.4,40.0,61.0,0.2601,0.541,0.2808,35.6,60.8,94.7,0.266,41.0,0.98,60298.0,0.2611735165119171,0.5633498430252075,0.2789316177368164,35.78786849975586,61.62992858886719,98.40204620361328,0.31117403507232666,47.62506866455078,0.8946133852005005,35608.80078125,0.4127322229592912,4.131209431646485,0.6653782988545541,0.5277205049321853,1.3650141264263,3.9092356954733667,16.982719952002498,16.158704059879955,8.71291987749995,40.9453036895917
76.0,12.4,1.25,0.65,18.4,40.0,61.0,0.24828100204467773,0.5376009941101074,0.2893199920654297,33.20000076293945,60.20000076293945,96.80000305175781,0.31595462560653687,52.70000076293945,0.9453089833259584,82558.0,0.2614199221134186,0.5659549832344055,0.27715471386909485,35.68227767944336,61.37629318237305,97.68547821044922,0.30742400884628296,47.18780517578125,0.8859410285949707,35273.140625,5.291955470026869,5.274169771808652,4.20478312248248,7.4767375284967645,1.9539740938969343,0.9147470359251468,2.6999499513190273,10.45957401775709,6.280269814226084,57.27471520022287
71.0,12.409999999999998,1.29,0.64,19.5,43.0,49.0,0.2519890069961548,0.5258979797363281,0.27390897274017334,33.20000076293945,58.70000076293946,95.30000305175781,0.29384392499923706,48.20000076293945,0.9047819972038268,82275.0,0.2609294652938843,0.5649542808532715,0.2764374017715454,35.61368179321289,61.402687072753906,97.18009948730469,0.3061276078224182,46.97244644165039,0.8827928304672241,35731.84375,3.547955684378692,7.426592727457367,0.9230909838687567,7.270123418092764,4.604235561647217,1.9728188618480813,4.180342616650334,2.5467931573829308,2.430327615332626,56.570229413552106
75.0,12.409999999999998,1.29,0.64,19.5,44.0,49.0,0.2672,0.5844,0.2736,36.5,62.9,96.2,0.282,49.1,0.9489999999999998,80988.0,0.2604407072067261,0.5633150935173035,0.2770281136035919,35.593116760253906,61.59233093261719,97.22186279296875,0.30645179748535156,46.983642578125,0.8857995867729187,36527.140625,2.529675446584551,3.607957988141096,1.2529654983888556,2.4846116157427227,2.0789651309742627,1.0622274355184482,8.670850172110493,4.310300248217926,6.65968527155755,54.89808289499679
75.0,12.4,1.25,0.65,21.999999999999996,54.99999999999999,69.0,0.2561,0.5577,0.28,36.2,63.5,95.9,0.271,55.4,0.894,78582.0,0.2589784860610962,0.5609304308891296,0.27614152431488037,35.419586181640625,61.5335578918457,96.3133773803711,0.3049178719520569,46.894630432128906,0.8867101669311523,37217.4375,1.1239695670035914,0.579241687131014,1.3780270303998767,2.15583927723585,3.0967592254398375,0.43105044877068616,12.51581990850807,15.35265264958681,0.8154175692223348,52.63872451706497
73.0,12.4,1.25,0.65,21.999999999999996,54.99999999999999,69.0,0.2293,0.46610000000000007,0.23679999999999998,36.2,62.29999999999999,98.0,0.272,43.1,0.816,61351.0,0.2579186260700226,0.5608862042427063,0.2769293189048767,35.33354949951172,61.74076843261719,95.81587982177734,0.3043866753578186,46.91131591796875,0.8872625231742859,38190.4296875,12.480866144798334,20.33602322306505,16.94650291591078,2.393509669857138,0.8976429653014489,2.2286940594108735,11.906865940374479,8.842960366516818,8.733152349789943,37.75092551466154
77.0,12.4,1.25,0.65,18.4,40.0,60.0,0.2553,0.5217,0.2649,35.9,62.6,95.3,0.239,55.4,0.941,61221.0,0.2562551498413086,0.5590395331382751,0.2761601507663727,35.14716720581055,61.54511642456055,94.71139526367188,0.3034321665763855,46.6429328918457,0.8866573572158813,38569.8046875,0.3741284141435828,7.157280647551293,4.25071754109953,2.0970272818647677,1.6851175326508858,0.6176335113621428,26.959065513132014,15.806980339628693,5.77498860617626,36.999061290243546
77.0,12.4,1.25,0.65,18.4,40.0,60.0,0.24109899997711182,0.5425000190734863,0.26522499322891235,37.400001525878906,63.20000076293945,96.80000305175781,0.2790224850177765,58.099998474121094,0.7794420123100282,79248.0,0.2547745406627655,0.5574718117713928,0.27521634101867676,34.96739196777344,61.37367248535156,93.71781921386719,0.30252504348754883,46.34077072143555,0.8870137333869934,38751.609375,5.672168149578365,2.7597773588056658,3.7671215175189,6.504303365929615,2.889759898007551,3.184074112314457,8.42317724619039,20.239635217758813,13.801119182446362,51.10083614097517
