X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,Actual_Y_1,Actual_Y_2,Actual_Y_3,Actual_Y_4,Actual_Y_5,Actual_Y_6,Actual_Y_7,Actual_Y_8,Actual_Y_9,Actual_Y_10,Predicted_Y_1,Predicted_Y_2,Predicted_Y_3,Predicted_Y_4,Predicted_Y_5,Predicted_Y_6,Predicted_Y_7,Predicted_Y_8,Predicted_Y_9,Predicted_Y_10,Error_Y_1 (%),Error_Y_2 (%),Error_Y_3 (%),Error_Y_4 (%),Error_Y_5 (%),Error_Y_6 (%),Error_Y_7 (%),Error_Y_8 (%),Error_Y_9 (%),Error_Y_10 (%)
32.36,45.0,47.0,76.0,260.0,12.7,1.29,0.64,315.0,37.0,17.6,38.0,4460.0,18.2,47.0,0.2603740096092224,0.5399209856987,0.27954697608947754,35.0,60.79999923706054,95.5999984741211,0.31504401564598083,43.400001525878906,0.886473000049591,75064.0,0.2627921894192696,0.5882742583751679,0.27117461085319516,34.92799928665162,58.97000011444091,92.4019989776611,0.32178758069872865,45.895999450683604,0.9084103649854659,52630.98000000002,0.9287331764320262,8.955620166142463,2.9949761408267013,0.20571632385251554,3.0098670157616705,3.345187811196145,2.1405152035408435,5.751147089975017,2.474679424488702,29.885191303421056
32.66,42.0,45.0,74.0,261.0,12.7,1.29,0.64,321.0,33.0,17.4,38.0,5835.999999999999,18.2,47.0,0.2758679986000061,0.5739160180091858,0.2876570224761963,37.400001525878906,63.20000076293945,98.30000305175781,0.3002662658691406,55.099998474121094,0.965982973575592,74828.0,0.2592035901546478,0.579912093579769,0.27281959384679794,35.15299989700318,59.63000003814699,94.60399955749511,0.31547084093093875,47.09599971771241,0.9041593599319457,48685.780000000006,6.040718216657246,1.0447653284504193,5.158027605818716,6.008025500536191,5.648735255848156,3.7599220544445395,5.063697387979122,14.52631393477794,6.40007281026971,34.93641417651146
32.05,49.0,51.0,73.0,260.0,12.409999999999998,1.29,0.64,311.0,34.5,19.7,45.0,0.0,20.8,47.99999999999999,0.24683499336242676,0.5220990180969238,0.27526402473449707,34.70000076293945,60.79999923706054,97.0999984741211,0.28437724709510803,47.299999237060554,0.8697230219841003,79524.0,0.2547659106552601,0.5398915249109268,0.27456467419862746,34.8050001335144,59.81299987792969,95.58199981689451,0.3148515754938125,45.16100028991699,0.9075123071670533,21856.409999999996,3.21304414126907,3.4078797694080265,0.2540653601734425,0.3025918393842992,1.6233542294672016,1.563335407910597,10.71616267123949,4.5221965785310445,4.344979289698949,72.51595744680851
32.05,51.0,53.0,73.0,258.0,12.409999999999998,1.29,0.64,307.0,36.0,19.0,44.0,162.0,20.8,47.99999999999999,0.24838300049304962,0.5368409752845764,0.288457989692688,35.29999923706055,60.20000076293945,96.5,0.30377763509750366,50.0,0.9329580068588257,79662.0,0.25646405056118965,0.5416714906692505,0.27087920844554897,35.13499994277954,60.55100006103516,95.92099945068354,0.3050295847654343,46.04900001525878,0.8963935893774031,11811.870000000003,3.2534634222546788,0.8998037793433,6.094052470471272,0.46742010721570126,0.5830553050620415,0.6000005692398563,0.412127004520524,7.901999969482447,3.919192205073757,85.17251638171274
32.94,38.0,43.0,79.0,258.0,12.7,1.29,0.64,308.0,36.0,17.0,39.0,12796.999999999998,19.6,45.0,0.2933099865913391,0.7026000022888184,0.2614949941635132,31.399999618530273,54.79999923706055,93.80000305175781,0.35813307762145996,32.0,0.8153449892997741,67327.0,0.27122341960668567,0.6162909132242202,0.28680247336626064,33.56299982070923,55.40599956512451,87.25099952697751,0.3498137706518174,43.19900009155274,0.9102912205457688,42712.55000000001,7.530110802338981,12.284242639259054,9.677997578386778,6.888535759416035,1.1058400301110463,6.981879863230532,2.3229652577458686,34.996875286102316,11.6449150349885,36.55955263118807
32.94,32.0,38.0,77.0,260.0,12.7,1.29,0.64,311.0,34.0,17.0,39.0,12625.0,19.6,45.0,0.34020599722862244,0.736598014831543,0.39639201760292053,34.099998474121094,58.099998474121094,95.0,0.46042194962501526,48.79999923706055,1.254830002784729,67199.0,0.2726500682532788,0.6068427813053131,0.2990199431777002,33.982999610900876,57.49099948883056,92.06600006103513,0.357002632021904,44.57600017547608,0.907529390454292,44315.299999999996,19.857359813073856,17.615474236093938,24.564590128240493,0.34310518608676643,1.0481910521250593,3.088420988384078,22.461856496489744,8.655735917259198,27.677104592630446,34.05363175047248
33.35,55.0,56.00000000000001,77.0,257.0,12.4,1.25,0.65,257.0,33.0,18.4,40.0,22017.0,24.1,60.0,0.2392,0.4983000000000001,0.2263,36.8,64.1,97.1,0.266,47.599999999999994,0.762,59907.00000000001,0.24818686995315553,0.5234808998451234,0.2508111899433136,36.20299996948243,62.33979999999999,96.83899999999997,0.2673053228855133,51.59200003051757,0.8520054598522186,59885.51999999997,3.757052656001478,5.053361397777098,10.831281459705517,1.6222826916238324,2.7460218408736425,0.2687950566426613,0.4907228892907035,8.38655468596129,11.811740138086435,0.03585557614308775
33.3,54.0,55.0,76.0,256.0,12.4,1.25,0.65,312.0,33.0,18.4,40.0,21546.0,24.1,60.0,0.2405,0.4866,0.2412,36.5,62.6,98.0,0.242,56.6,0.857,59777.99999999999,0.2560033049297332,0.5367198497676849,0.25770478491497034,35.94799995422365,62.288000000000004,97.06099999999996,0.2816529843282699,50.72200004577637,0.882968189778328,65783.28000000001,6.446280636063713,10.300010227637683,6.842779815493509,1.5123288925379534,0.4984025559105393,0.9581632653061587,16.385530714161124,10.385158929723733,3.030127161998605,10.045970089330558
32.49,49.0,50.0,77.0,258.0,12.7,1.29,0.64,311.0,36.0,17.6,37.0,3986.0,18.3,46.0,0.3540210127830506,0.8643590211868286,0.4586549997329712,35.900001525878906,61.70000076293946,96.80000305175781,0.4823332726955414,52.400001525878906,1.2288000583648682,76378.0,0.2625837098062038,0.5698403143882751,0.280001850426197,35.62399925231934,61.33999980926513,96.01699951171874,0.32181023061275493,46.87699989318848,0.8765035521984099,53900.26,25.828213488808053,34.073654532367534,38.95153206893765,0.7688085287701464,0.5834699339105474,0.8088879290844783,33.280524311685184,10.540079144774007,28.669961705181713,29.429600146639086
32.36,47.0,49.0,75.0,258.0,12.7,1.29,0.64,316.0,34.0,17.6,38.0,3827.0,18.3,46.0,0.2676039934158325,0.5472139716148376,0.27153003215789795,36.5,62.29999923706055,96.5,0.30453330278396606,46.099998474121094,0.8776779770851135,76237.0,0.2583685310184955,0.5557101863622667,0.27741395220160486,35.518999366760255,61.49000011444092,96.79999877929684,0.315544192492962,47.626999664306645,0.8605368220806121,53288.990000000005,3.4511676299934533,1.552631180515464,2.166950004368336,2.687672967780123,1.3001591212504917,0.31087956403817885,3.6156602934185473,3.3123671165472066,1.9530118622127786,30.10088277345645
32.98,37.0,41.0,70.0,258.0,12.4,1.25,0.65,310.0,27.999999999999996,21.999999999999996,54.99999999999999,2222.0,21.7,71.0,0.245,0.5171,0.2625,35.6,61.400000000000006,96.2,0.295,48.8,0.91,78442.0,0.24824177997398375,0.5323389997549057,0.260750779756546,35.477,61.60539998474123,97.28299998474118,0.2788488887643814,46.1,0.9137479297447203,70702.50999999998,1.323175499585206,2.9470121359322614,0.6663696165539164,0.3455056179775412,0.33452766244499527,1.1257796099180648,5.474952961226636,5.532786885245893,0.41186041150772185,9.866512837510543
33.68,33.0,37.0,71.0,260.0,12.4,1.25,0.65,319.0,27.999999999999996,21.999999999999996,54.99999999999999,1019.0,21.7,71.0,0.24029999999999999,0.5017,0.2614,35.9,62.6,97.1,0.277,40.7,0.8920000000000001,77605.0,0.24716705990123747,0.5304237594032288,0.2602054597687721,35.45900000762939,61.58599996948244,97.16899990844725,0.2783206605744362,45.4910000076294,0.9082452895116805,71541.85999999997,2.8577028303110623,5.725285908556667,0.4569779002402246,1.2284122350156177,1.6198083554593685,0.07106066781385503,0.4767727705545828,11.771498790244223,1.8212207972735828,7.812821338831298
33.93,53.0,55.0,74.0,259.0,12.409999999999998,1.29,0.64,313.0,25.5,19.0,44.0,1348.0,20.5,47.99999999999999,0.25245100259780884,0.5315549969673157,0.27910399436950684,34.400001525878906,60.79999923706054,97.0999984741211,0.29795560240745544,44.0,0.8493170142173767,80276.0,0.25754390195012095,0.5436229985952377,0.2734155064821244,35.365999717712405,60.90800048828124,96.32299987792963,0.3042227566242218,47.31499992370606,0.8998882693052294,21372.04999999999,2.0173813135635816,2.2703204177881195,2.0381248574505886,2.808134154025501,0.17763363910515834,0.8002045400634539,2.1033852581150736,7.534090735695593,5.9543438128874335,73.37678758283921
