X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15
0.541329089,0.717504744,0.662694497,0.552995392,0.536730821,0.501265022,0.632590133,0.269449715,0.772403331,0.030478486,0.526489564,0.350692248,0.162548167,0.046086846,0.399263311
